Employee ID	Employee Name	Manager Name	Business Unit Name	Location Name	Country	Age	Attrition	Attrition Reason	IsVoluntary	Join Date	AttritionDate	BusinessTravel	DailyRate	Department	DistanceFromHome	Education	EducationField	EmployeeCount	EmployeeNumber	EnvironmentSatisfaction	Gender	HourlyRate	JobInvolvement	JobLevel	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	MonthlyRate	NumCompaniesWorked	Over18	OverTime	PercentSalaryHike	PerformanceRating	RelationshipSatisfaction	StandardHours	StockOptionLevel	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	YearsAtCompany	YearsInCurrentRole	YearsSinceLastPromotion	YearsWithCurrManager
654	Employee 103					32	No			5/7/2023		Travel_Rarely	1157	Sales	2	4	Life Sciences	1	1556	3	Male	70	3	1	Sales Representative	4	Single	2644	17001	3	Y	Yes	21	4	4	80	0	7	3	2	3	2	1	2
951	Employee 208					26	No			5/7/2022		Travel_Rarely	1441	Research & Development	22	3	Technical Degree	1	1694	1	Male	94	2	1	Research Scientist	2	Divorced	3537	23737	5	Y	No	12	3	4	80	1	8	1	3	4	2	1	2
813	Camille Batoud	Sorin, Bastien	Singapore Business Unit	Paris	France	31	Yes	Personal Reason	Yes	1/25/2022	1/25/2023	Travel_Frequently	534	Research & Development	20	3	Life Sciences	1	587	1	Male	66	3	3	Healthcare Representative	3	Married	9824	22908	3	Y	No	12	3	1	80	0	12	2	3	1	0	0	0
1088	Ashley Southam	Taylor, Alisdair	UK Business Unit	Bristol	United Kingdom	42	No			5/7/2017		Travel_Rarely	269	Research & Development	2	3	Medical	1	351	4	Female	56	2	1	Laboratory Technician	1	Divorced	2593	8007	0	Y	Yes	11	3	3	80	1	10	4	3	9	6	7	8
366	Employee 287					46	No			5/7/2022		Travel_Rarely	616	Research & Development	2	2	Life Sciences	1	1802	3	Female	99	3	1	Laboratory Technician	1	Married	3377	25605	4	Y	No	17	3	4	80	1	7	5	2	4	3	0	2
1034	FAS02 Student	Ryan, Christine	US1 Business Unit	~No Value~	~No Value~	46	No			5/7/2014		Travel_Rarely	406	Sales	3	1	Marketing	1	1124	1	Male	52	3	4	Manager	3	Married	17465	15596	3	Y	No	12	3	4	80	1	23	3	3	12	9	4	9
28	Damian Lee	Martin, Chuck	University US Business Unit	Main Campus	United States	58	Yes	No career growth opportunities	Yes	8/11/1989	8/11/2020	Travel_Rarely	286	Research & Development	2	4	Life Sciences	1	825	4	Male	31	3	5	Research Director	2	Single	19246	25761	7	Y	Yes	12	3	4	80	0	40	2	3	31	15	13	8
941	Carsten Schulz	Schneider, Andreas	Germany Business Unit	Global Ops	Germany	38	No			5/7/2025		Travel_Rarely	1495	Research & Development	10	3	Medical	1	634	3	Female	76	3	2	Healthcare Representative	3	Married	9824	22174	3	Y	No	19	3	3	80	1	18	4	3	1	0	0	0
481	Glenn Sansi	Ray, Miguel	Supremo US Business Unit	 	United States	35	No			5/7/2017		Travel_Rarely	817	Research & Development	1	3	Medical	1	1369	4	Female	60	2	2	Laboratory Technician	4	Married	5363	10846	0	Y	No	12	3	2	80	1	10	0	3	9	7	0	0
921	Casey Stevenson	TLManager, Jordin	US1 Business Unit	Atlanta	United States	24	No			5/7/2025		Travel_Rarely	823	Research & Development	17	2	Other	1	643	4	Male	94	2	1	Laboratory Technician	2	Married	2127	9100	1	Y	No	21	4	4	80	1	1	2	3	1	0	0	0
1293	Balaji Rangachari	Ryan, Christine	India Business Unit	Hyderabad	India	53	No			5/7/2021		Travel_Rarely	1070	Research & Development	3	4	Medical	1	386	3	Male	45	3	4	Research Director	3	Married	17584	21016	3	Y	Yes	16	3	4	80	3	21	5	2	5	3	1	3
341	Employee 107					33	Yes	Personal Reason	No	1/22/2012	1/22/2022	Travel_Rarely	740	Sales	1	3	Life Sciences	1	1562	2	Male	64	2	2	Sales Executive	1	Married	9714	5323	1	Y	No	11	3	4	80	1	10	4	3	10	8	6	7
730	Grace Morgan	Miller, Grant	Supremo US Business Unit	 	United States	28	No			5/7/2021		Travel_Rarely	736	Sales	26	3	Life Sciences	1	1387	3	Male	48	2	2	Sales Executive	1	Married	4724	24232	1	Y	No	11	3	3	80	1	5	0	3	5	3	0	4
871	Adil Almutairi	Almuhaimeed, Nasser	SA PS Business Unit	 	Saudi Arabia	27	No			5/7/2025		Travel_Rarely	1240	Research & Development	2	4	Life Sciences	1	54	4	Female	33	3	1	Laboratory Technician	1	Divorced	2341	19715	1	Y	No	13	3	4	80	1	1	6	3	1	0	0	0
559	Dean Moore	 	Fin Svcs US Business Unit	 	United States	29	No			5/7/2022		Travel_Rarely	1086	Research & Development	7	1	Medical	1	912	1	Female	62	2	1	Laboratory Technician	4	Divorced	2532	6054	6	Y	No	14	3	3	80	3	8	5	3	4	3	0	3
531	Employee 22					47	Yes	Personal Reason	Yes	7/8/2019	7/8/2022	Travel_Rarely	383	Sales	9	2	Life Sciences	1	1439	1	Male	68	2	1	Sales Representative	1	Married	4400	15182	3	Y	No	12	3	1	80	0	6	2	3	3	2	2	2
421	Employee 113					53	Yes	Personal Reason	No	10/31/2016	10/31/2021	Travel_Rarely	903	Research & Development	2	3	Medical	1	1573	3	Male	81	3	2	Manufacturing Director	2	Married	4855	7653	4	Y	No	11	3	1	80	2	7	2	3	5	2	1	4
140	Frank Danner	Dehner, Robin	Germany Business Unit	Berlin	Germany	36	No			5/7/2015		Travel_Frequently	469	Research & Development	3	3	Technical Degree	1	1257	3	Male	46	3	1	Research Scientist	2	Married	3692	9256	1	Y	No	12	3	3	80	0	12	2	2	11	10	0	7
1351	Emerson Parks	Irving, John	Supremo Energy US BU	Redwood City	United States	45	No			5/7/2020		Travel_Rarely	788	Human Resources	24	4	Medical	1	1049	2	Male	36	3	1	Human Resources	2	Single	2177	8318	1	Y	No	16	3	1	80	0	6	3	3	6	3	0	4
1451	Edward Malone	Blum, Mitch	Canada Business Unit	Halifax	Canada	46	No			5/7/2018		Travel_Rarely	566	Research & Development	7	2	Medical	1	1007	4	Male	75	3	3	Manufacturing Director	3	Divorced	10845	24208	6	Y	No	13	3	2	80	1	13	3	3	8	7	0	7
339	Anand Iyer	Nunna, Harish	India Business Unit	Hyderabad	India	51	No			5/7/2025		Travel_Rarely	1169	Research & Development	7	4	Medical	1	211	2	Male	34	2	2	Manufacturing Director	3	Married	6132	13983	2	Y	No	17	3	3	80	0	10	2	3	1	0	0	0
828	Employee 278					37	No			5/7/2024		Travel_Rarely	734	Research & Development	2	4	Medical	1	1789	3	Male	46	3	5	Research Director	4	Divorced	19328	14218	7	Y	Yes	17	3	3	80	1	24	3	3	2	1	2	2
565	Belinda Robredo	Novak, Nicholas	Healthcare US Business Unit	Redwood Shores Hospital	United States	36	No			5/7/2025		Travel_Frequently	566	Research & Development	18	4	Life Sciences	1	407	3	Male	81	4	1	Laboratory Technician	4	Married	3688	7122	4	Y	No	18	3	4	80	2	4	2	3	1	0	0	0
258	Ece Efran	Demir, Can	Turkey Business Unit	Ankara Ofis	Türkiye	50	No			5/7/2014		Travel_Rarely	939	Research & Development	24	3	Life Sciences	1	1005	4	Male	95	3	4	Manufacturing Director	3	Married	13973	4161	3	Y	Yes	18	3	4	80	1	22	2	3	12	11	1	5
1055	Employee 383					28	No			5/7/2022		Non-Travel	976	Research & Development	3	2	Medical	1	1948	3	Male	48	3	1	Research Scientist	1	Divorced	3065	3995	1	Y	Yes	13	3	4	80	1	4	3	4	4	2	2	3
409	Employee 415					25	No			5/7/2009		Travel_Rarely	1180	Research & Development	25	3	Medical	1	1993	1	Male	84	3	3	Healthcare Representative	3	Single	8633	13084	2	Y	No	23	4	2	80	0	25	3	3	17	14	12	11
1165	Annika Nilsson	Eriksson, Peter	Sweden Business Unit	Kista	Sweden	36	No			5/7/2018		Travel_Frequently	635	Research & Development	18	1	Medical	1	286	2	Female	73	3	1	Laboratory Technician	4	Single	2153	7703	1	Y	No	13	3	1	80	0	8	2	3	8	1	1	7
1420	Employee 1					42	No			5/7/2021		Travel_Rarely	258	Research & Development	8	4	Other	1	1409	3	Female	54	3	1	Laboratory Technician	1	Married	2950	17363	9	Y	No	13	3	3	80	0	12	2	1	5	4	0	4
1163	Employee 273					21	No			5/7/2021		Travel_Rarely	1153	Research & Development	6	2	Other	1	1782	4	Female	40	2	1	Laboratory Technician	3	Married	3702	16376	1	Y	No	11	3	2	80	1	5	3	3	5	4	0	4
958	Chris Wong	Wang, Marie	Supremo US Business Unit	 	United States	38	No			5/7/2019		Travel_Rarely	243	Sales	7	4	Marketing	1	709	4	Female	46	2	2	Sales Executive	4	Single	4028	7791	0	Y	No	20	4	1	80	0	8	2	3	7	7	0	5
926	Brandon Ong	Abdullah, Mohd	Malaysia Business Unit	George Town	Malaysia	38	No			5/7/2015		Travel_Rarely	343	Research & Development	15	2	Life Sciences	1	461	3	Male	92	2	3	Research Director	4	Divorced	11510	15682	0	Y	Yes	14	3	2	80	1	12	3	3	11	10	2	9
156	Employee 409					24	No			5/7/2021		Travel_Rarely	571	Research & Development	12	2	Other	1	1982	4	Male	78	3	1	Laboratory Technician	4	Single	2647	13672	1	Y	No	13	3	3	80	0	5	6	4	5	2	1	4
1064	Aida Bolatbekovna	Kalinyuk, Robert	Kazakhstan Business Unit	KZ HR North Location (HQ)	Kazakhstan	50	No			5/7/1999		Travel_Rarely	989	Research & Development	7	2	Medical	1	80	2	Female	43	2	5	Research Director	3	Divorced	18740	16701	5	Y	Yes	12	3	4	80	1	29	2	2	27	3	13	8
787	Employee 162					45	No			5/7/2021		Travel_Rarely	397	Research & Development	2	2	Medical	1	1638	4	Female	54	2	3	Manufacturing Director	3	Married	7756	14199	3	Y	Yes	19	3	4	80	1	10	6	4	5	4	0	2
353	Aya Claes	Torres, Jorge	US1 Business Unit	Redwood City	United States	55	No			5/7/1990		Travel_Rarely	452	Research & Development	1	3	Medical	1	374	4	Male	81	3	5	Manager	1	Single	19045	18938	0	Y	Yes	14	3	3	80	0	37	2	3	36	10	4	13
418	Ahaana Kapoor	Power, Nicole	University AU Business Unit	Main Campus	Australia	33	No			5/7/2011		Travel_Frequently	515	Research & Development	1	2	Life Sciences	1	73	1	Female	98	3	3	Research Director	4	Single	13458	15146	1	Y	Yes	12	3	3	80	0	15	1	3	15	14	8	12
1004	Employee 399					54	No			5/7/2017		Travel_Frequently	1303	Research & Development	7	2	Life Sciences	1	1970	4	Male	36	3	2	Healthcare Representative	3	Divorced	5968	18079	1	Y	No	20	4	3	80	3	9	2	3	9	7	2	8
755	Employee 184					36	No			5/7/2021		Travel_Rarely	1040	Research & Development	3	2	Life Sciences	1	1664	4	Male	79	4	2	Healthcare Representative	1	Divorced	6842	26308	6	Y	No	20	4	1	80	1	13	3	3	5	4	0	4
1201	Employee 117					34	No			5/7/1990		Travel_Rarely	685	Sales	26	5	Marketing	1	1578	3	Male	60	2	5	Manager	4	Married	19586	23037	1	Y	No	21	4	3	80	1	36	3	3	36	6	2	13
503	Amy Fowler	 	US1 Business Unit	Chicago	United States	30	No			5/7/2021		Travel_Rarely	1427	Research & Development	2	1	Medical	1	198	2	Male	35	2	1	Laboratory Technician	4	Single	2720	11162	0	Y	No	13	3	4	80	0	6	3	3	5	3	1	2
641	FAS03 Student	Ryan, Christine	US1 Business Unit	~No Value~	~No Value~	38	No			5/7/2025		Travel_Rarely	130	Sales	2	2	Marketing	1	1125	4	Male	32	3	3	Sales Executive	2	Single	7351	20619	7	Y	No	16	3	3	80	0	10	2	3	1	0	0	0
345	Employee 333					48	Yes	Personal Reason	No	3/4/2022	3/4/2023	Travel_Frequently	459	Research & Development	24	2	Life Sciences	1	1868	4	Male	73	2	1	Research Scientist	4	Single	2439	14753	1	Y	Yes	24	4	2	80	0	1	3	2	1	0	1	0
37	Akiko Kobuchi	Kosai, Bumpei	Japan Business Unit	Tokyo JP	Japan	31	No			5/7/2025		Travel_Rarely	1082	Research & Development	1	4	Medical	1	95	3	Male	87	3	1	Research Scientist	2	Single	2501	18775	1	Y	No	17	3	2	80	0	1	4	3	1	1	1	0
199	Employee 161					39	No			5/7/2016		Travel_Rarely	1329	Research & Development	2	2	Other	1	1635	4	Female	59	2	2	Manufacturing Director	4	Divorced	5770	5388	1	Y	No	19	3	1	80	2	10	3	3	10	7	3	9
1394	Corey Kurian	Urbas, Riley	US1 Business Unit	Store 101 - Union Square	United States	34	No			5/7/2020		Travel_Rarely	304	Sales	2	3	Other	1	786	4	Male	60	3	2	Sales Executive	4	Single	6274	18686	1	Y	No	22	4	3	80	0	6	5	3	6	5	1	4
527	Eija Gronqvist	 	Finland Business Unit	Tampere	Finland	30	Yes	Personal Reason	No	4/12/2018	4/12/2021	Travel_Frequently	109	Research & Development	5	3	Medical	1	1017	2	Female	60	3	1	Laboratory Technician	2	Single	2422	25725	0	Y	No	17	3	1	80	0	4	3	3	3	2	1	2
186	Employee 394					35	No			5/7/2019		Travel_Rarely	954	Sales	9	3	Marketing	1	1965	4	Male	44	3	2	Sales Executive	4	Single	4105	5099	1	Y	No	14	3	1	80	0	7	5	3	7	7	0	7
1418	Employee 301					40	No			5/7/2016		Travel_Rarely	810	Sales	8	2	Technical Degree	1	1823	2	Male	92	4	2	Sales Executive	3	Married	6799	22128	1	Y	No	21	4	3	80	2	10	5	3	10	8	4	8
80	Abdulrahman Alrabeah	Almuhaimeed, Nasser	SA PS Business Unit	 	Saudi Arabia	36	Yes	Personal Reason	Yes	10/17/2015	10/17/2020	Travel_Rarely	1218	Sales	9	4	Life Sciences	1	27	3	Male	82	2	1	Sales Representative	1	Single	3407	6986	7	Y	No	23	4	2	80	0	10	4	3	5	3	0	3
912	FAS13 Student	Ryan, Christine	US1 Business Unit	~No Value~	~No Value~	49	No			5/7/2017		Travel_Rarely	174	Sales	8	4	Technical Degree	1	1138	4	Male	56	2	4	Sales Executive	2	Married	13120	11879	6	Y	No	17	3	2	80	1	22	3	3	9	8	2	3
214	Employee 83					35	No			5/7/2022		Travel_Rarely	507	Research & Development	20	1	Life Sciences	1	1533	1	Male	97	3	2	Laboratory Technician	3	Single	2272	24812	0	Y	No	14	3	2	80	0	5	2	3	4	3	1	2
1396	Charles Brown	Wagner, Matt	US1 Business Unit	Redwood City	United States	34	No			5/7/2018		Travel_Rarely	204	Sales	14	3	Technical Degree	1	666	3	Female	31	3	1	Sales Representative	3	Divorced	2579	2912	1	Y	Yes	18	3	4	80	2	8	3	3	8	2	0	6
717	Employee 263					38	Yes	Bad workplace culture	Yes	5/21/2020	5/21/2021	Travel_Frequently	807	Research & Development	17	3	Technical Degree	1	1767	3	Male	38	2	1	Research Scientist	3	Married	2437	15587	9	Y	Yes	16	3	4	80	1	6	4	3	1	0	0	0
1008	Gloria Giardina	Picollo, Tristan	Canada Business Unit	Toronto	Canada	55	Yes	Personal Reason	No	10/25/2001	10/25/2020	Travel_Rarely	267	Sales	13	4	Marketing	1	1372	1	Male	85	4	4	Sales Executive	3	Single	13695	9277	6	Y	Yes	17	3	3	80	0	24	2	2	19	7	3	8
1032	FAS18 Student	Ryan, Christine	US1 Business Unit	~No Value~	~No Value~	38	No			5/7/2019		Travel_Rarely	433	Human Resources	1	3	Human Resources	1	1152	3	Male	37	4	1	Human Resources	3	Married	2844	6004	1	Y	No	13	3	4	80	1	7	2	4	7	6	5	0
776	Employee 94					45	No			5/7/2006		Travel_Frequently	288	Research & Development	2	3	Life Sciences	1	1547	4	Male	40	3	3	Healthcare Representative	4	Married	10124	18611	2	Y	Yes	14	3	3	80	1	24	3	1	20	8	13	9
1020	Employee 121					38	No			5/7/2023		Travel_Rarely	437	Sales	16	3	Life Sciences	1	1583	2	Female	90	3	2	Sales Executive	2	Single	4198	16379	2	Y	No	12	3	2	80	0	8	5	4	3	2	1	2
872	Carlotta Williams	Parker, Mary	Progress US Business Unit	Reston	United States	29	No			5/7/2023		Travel_Rarely	232	Research & Development	19	3	Technical Degree	1	611	4	Male	34	3	2	Manufacturing Director	4	Divorced	4262	22645	4	Y	No	12	3	2	80	2	8	2	4	3	2	1	2
1144	Cornelis Towers	 	Netherlands Business Unit	Enschede	Netherlands	29	No			5/7/2018		Travel_Rarely	657	Research & Development	27	3	Medical	1	793	2	Female	66	3	2	Healthcare Representative	3	Married	4335	25549	4	Y	No	12	3	1	80	1	11	3	2	8	7	1	1
25	Birgitte Didriksen	Risager, Sanne	Denmark Business Unit	Ballerup	Denmark	33	No			5/7/2019		Travel_Frequently	508	Sales	10	3	Marketing	1	446	2	Male	46	2	2	Sales Executive	4	Single	4682	4317	3	Y	No	14	3	3	80	0	9	6	2	7	7	0	1
836	Angela Park	Stehr, Christine	Supremo US Business Unit	 	United States	33	No			5/7/2018		Travel_Rarely	931	Research & Development	14	3	Medical	1	252	4	Female	72	3	1	Research Scientist	2	Married	2756	4673	1	Y	No	13	3	4	80	1	8	5	3	8	7	1	6
17	Derek Richards	 	US1 Business Unit	Chicago	United States	48	No			5/7/2026		Travel_Rarely	1469	Research & Development	20	4	Medical	1	945	4	Male	51	3	1	Research Scientist	3	Married	2259	5543	4	Y	No	17	3	1	80	2	13	2	2	0	0	0	0
1060	Emma Employee	LineManager, Lucy	Supremo US Business Unit	Denver HQ	United States	54	No			5/7/2017		Travel_Rarely	1082	Sales	2	4	Life Sciences	1	1070	3	Female	41	2	3	Sales Executive	3	Married	10686	8392	6	Y	No	11	3	2	80	1	13	4	3	9	4	7	0
1274	Employee 243					32	No			5/7/2005		Travel_Rarely	611	Sales	7	4	Medical	1	1740	2	Male	88	3	5	Manager	2	Single	19833	4349	1	Y	No	14	3	2	80	0	21	3	2	21	8	12	8
51	Catherine McDougall	Potter, Alexander	Australia Business Unit	Melbourne	Australia	31	No			5/7/2019		Travel_Rarely	525	Sales	6	4	Medical	1	653	1	Male	66	4	2	Sales Executive	4	Divorced	5460	6219	4	Y	No	22	4	4	80	2	13	4	4	7	7	5	7
1435	Elisabeth Jonsson	 	Sweden Business Unit	Kista	Sweden	59	No			5/7/2021		Travel_Rarely	715	Research & Development	2	3	Life Sciences	1	1032	3	Female	69	2	4	Manufacturing Director	4	Single	13726	21829	3	Y	Yes	13	3	1	80	0	30	4	3	5	3	4	3
466	Employee 369					27	No			5/7/2011		Travel_Frequently	735	Research & Development	22	4	Other	1	1932	3	Male	86	2	2	Research Scientist	4	Married	5747	26496	1	Y	Yes	15	3	2	80	0	16	3	3	15	10	6	11
1117	Carli Heath	 	US1 External Learning	~No Value~	~No Value~	22	Yes	Bad workplace culture	Yes	1/4/2020	1/4/2022	Travel_Frequently	1368	Research & Development	4	1	Technical Degree	1	593	3	Male	99	2	1	Laboratory Technician	3	Single	3894	9129	5	Y	No	16	3	3	80	0	4	3	3	2	2	1	2
367	George Grant	 	US1 Business Unit	~No Value~	~No Value~	32	Yes	Personal Reason	No	8/18/2013	8/18/2023	Travel_Rarely	1089	Research & Development	7	2	Life Sciences	1	1309	4	Male	79	3	2	Laboratory Technician	3	Married	4883	22845	1	Y	No	18	3	1	80	1	10	3	3	10	4	1	1
683	Enrique Molina	Stanton, Anita	Healthcare US Business Unit	Redwood Shores Hospital	United States	38	No			5/7/2007		Travel_Rarely	330	Research & Development	17	1	Life Sciences	1	1088	3	Female	65	2	3	Healthcare Representative	3	Married	8823	24608	0	Y	No	18	3	1	80	1	20	4	2	19	9	1	9
575	Employee 132					35	No			5/7/2018		Travel_Frequently	653	Research & Development	10	4	Technical Degree	1	1597	4	Male	92	2	2	Healthcare Representative	3	Married	5063	15332	1	Y	No	14	3	2	80	1	8	3	2	8	2	7	7
473	Dwayne  Schneider 	Ito, John	US1 Business Unit	Chicago	United States	41	No			5/7/2008		Travel_Frequently	840	Research & Development	9	3	Medical	1	999	1	Male	64	3	5	Research Director	3	Divorced	19419	3735	2	Y	No	17	3	2	80	1	21	2	4	18	16	0	11
1235	Deepali Vaidhya	Locke, Anne	US1 Business Unit	Global Ops	United States	47	No			5/7/2023		Travel_Rarely	1454	Sales	2	4	Life Sciences	1	925	4	Female	65	2	1	Sales Representative	4	Single	3294	13137	1	Y	Yes	18	3	1	80	0	3	3	2	3	2	1	2
1455	Barth Bramford	Sherer, Thibaut	US1 Business Unit	Bistro OH	United States	26	Yes	Personal Reason	Yes	5/15/2018	5/15/2021	Travel_Rarely	1449	Research & Development	16	4	Medical	1	394	1	Male	45	3	1	Laboratory Technician	2	Divorced	2373	14180	2	Y	Yes	13	3	4	80	1	5	2	3	3	2	0	2
847	Employee 210					34	No			5/7/2025		Travel_Rarely	370	Research & Development	1	4	Medical	1	1697	3	Male	92	1	3	Healthcare Representative	4	Divorced	10883	20467	3	Y	No	20	4	3	80	1	19	2	4	1	0	0	0
53	Frannie Furmston	Rihosek, Klarika	US1 Business Unit	Bistro OH	United States	34	No			5/7/2025		Travel_Rarely	1320	Research & Development	20	3	Technical Degree	1	1265	3	Female	89	4	1	Research Scientist	3	Married	2585	21643	0	Y	No	17	3	4	80	0	2	5	2	1	0	0	0
1131	Daniel Kaplanski	Graves, Patricia	University US Business Unit	Main Campus	United States	34	No			5/7/2021		Travel_Frequently	702	Research & Development	16	4	Life Sciences	1	838	3	Female	100	2	1	Research Scientist	4	Single	2553	8306	1	Y	No	16	3	3	80	0	6	3	3	5	2	1	3
335	Francesca Lopez	Dominguez, Luis	Spain Business Unit	Global Ops	Spain	44	No			5/7/2016		Travel_Rarely	1117	Research & Development	2	1	Life Sciences	1	1246	1	Female	72	4	1	Research Scientist	4	Married	2011	19982	1	Y	No	13	3	4	80	1	10	5	3	10	5	7	7
1148	Employee 110					35	No			5/7/2022		Travel_Rarely	1288	Sales	29	4	Technical Degree	1	1568	3	Male	33	3	3	Sales Executive	2	Married	9250	17799	3	Y	No	12	3	2	80	1	9	3	3	4	2	1	3
1433	Dawood Basalamah	Alahmed, Aaminah	SA PS Business Unit	 	Saudi Arabia	37	No			5/7/2016		Non-Travel	1252	Sales	19	2	Medical	1	904	1	Male	32	3	3	Sales Executive	2	Single	7642	4814	1	Y	Yes	13	3	4	80	0	10	2	3	10	0	0	9
634	Employee 470					49	No			5/7/2022		Travel_Rarely	628	Research & Development	8	3	Medical	1	2068	2	Male	82	4	2	Laboratory Technician	3	Married	4404	10228	2	Y	No	12	3	1	80	0	6	3	4	4	3	1	2
326	Darren Peet	Britton, Cheryl	US1 Business Unit	Redwood City	United States	30	No			5/7/2021		Travel_Frequently	1012	Research & Development	5	4	Life Sciences	1	861	2	Male	75	2	1	Research Scientist	4	Divorced	3761	2373	9	Y	No	12	3	2	80	1	10	3	2	5	4	0	3
180	Aarav Singh	Miller, Alice	University AU Business Unit	Main Campus	Australia	37	Yes	Poor work-life balance	No	1/30/2022	1/30/2022	Travel_Rarely	1373	Research & Development	2	2	Other	1	4	4	Male	92	2	1	Laboratory Technician	3	Single	2090	2396	6	Y	Yes	15	3	2	80	0	7	3	3	0	0	0	0
523	Dimitrios Giakos	Zafeirpoulou, Christina	Greece Business Unit	Γραφείο Θεσσαλονίκης 	Greece	36	Yes	Personal Reason	Yes	9/29/2006	9/29/2022	Travel_Rarely	530	Sales	3	1	Life Sciences	1	967	3	Male	51	2	3	Sales Executive	4	Married	10325	5518	1	Y	Yes	11	3	1	80	1	16	6	3	16	7	3	7
243	Arthur Willie	Collins, Geoff	UK Business Unit	Edinburgh	United Kingdom	29	No			5/7/2020		Travel_Rarely	665	Research & Development	15	3	Life Sciences	1	346	3	Male	60	3	1	Research Scientist	4	Single	2340	22673	1	Y	No	19	3	1	80	0	6	1	3	6	5	1	5
893	Andrea Palmer	 	UK Business Unit	Belfast	United Kingdom	38	No			5/7/2018		Travel_Rarely	702	Sales	1	4	Life Sciences	1	230	1	Female	59	2	2	Sales Executive	4	Single	8686	12930	4	Y	No	22	4	3	80	0	12	2	4	8	3	0	7
1074	Cheryl Watson	Hill, John	Supremo US Business Unit	 	United States	34	No			5/7/2016		Travel_Rarely	1397	Research & Development	1	5	Life Sciences	1	683	2	Male	42	3	1	Research Scientist	4	Married	2691	7660	1	Y	No	12	3	4	80	1	10	4	2	10	9	8	8
812	Ahmed AlAmer	AlAli, Abeer	SA PS Business Unit	 	Saudi Arabia	31	No			5/7/2019		Travel_Rarely	655	Research & Development	7	4	Life Sciences	1	76	4	Male	48	3	2	Laboratory Technician	4	Divorced	5915	9528	3	Y	No	22	4	4	80	1	10	3	2	7	7	1	7
438	Amber Benson	 	US1 Business Unit	Chicago	United States	25	No			5/7/2024		Travel_Rarely	959	Sales	28	3	Life Sciences	1	183	1	Male	41	2	2	Sales Executive	3	Married	8639	24835	2	Y	No	18	3	4	80	0	6	3	3	2	2	2	2
177	Carol Ryan	Roberts, Jackson	Australia Business Unit	Sydney	Australia	34	No			5/7/2016		Travel_Rarely	258	Sales	21	4	Life Sciences	1	621	4	Male	74	4	2	Sales Executive	4	Single	5337	19921	1	Y	No	12	3	4	80	0	10	3	3	10	7	5	7
554	FAS31 Student	Ryan, Christine	US1 Business Unit	~No Value~	~No Value~	42	No			5/7/2020		Travel_Rarely	647	Sales	4	4	Marketing	1	1171	2	Male	45	3	2	Sales Executive	1	Single	5155	2253	7	Y	No	13	3	4	80	0	9	3	4	6	4	1	5
254	Employee 8					49	Yes	Bad workplace culture	No	6/9/2015	6/9/2023	Travel_Frequently	337	Research & Development	14	1	Other	1	1421	3	Female	84	3	3	Healthcare Representative	4	Single	7553	22930	0	Y	Yes	12	3	1	80	0	9	1	3	8	7	7	7
414	Employee 361					34	No			5/7/2024		Travel_Rarely	471	Research & Development	4	3	Medical	1	1916	1	Female	62	4	1	Laboratory Technician	3	Divorced	3978	16031	8	Y	No	12	3	2	80	1	4	0	2	2	2	2	2
1152	Employee 398					53	No			5/7/2022		Travel_Rarely	155	Research & Development	9	2	Life Sciences	1	1969	1	Female	67	3	2	Research Scientist	3	Married	2897	22474	3	Y	No	11	3	3	80	2	9	6	2	4	3	2	3
822	Employee 400					33	No			5/7/2016		Travel_Rarely	574	Research & Development	11	3	Life Sciences	1	1971	1	Male	30	3	3	Healthcare Representative	3	Married	7510	16873	1	Y	No	17	3	2	80	1	10	1	3	10	9	0	9
15	Employee 260					29	No			5/7/2019		Travel_Rarely	305	Research & Development	16	3	Life Sciences	1	1763	3	Male	58	4	2	Healthcare Representative	3	Married	5294	9128	3	Y	No	16	3	3	80	1	10	3	3	7	0	1	7
1203	Employee 340					30	Yes	No career growth opportunities	Yes	8/31/2022	8/31/2023	Travel_Rarely	391	Research & Development	7	1	Life Sciences	1	1878	4	Male	75	3	1	Research Scientist	2	Single	2472	26092	1	Y	Yes	23	4	1	80	0	1	2	3	1	0	0	0
1427	Employee 240					23	No			5/7/2021		Travel_Frequently	163	Research & Development	24	1	Technical Degree	1	1736	4	Female	30	3	2	Manufacturing Director	4	Single	5238	6670	2	Y	No	20	4	4	80	0	9	3	2	5	4	1	4
1115	Employee 49					33	No			5/7/2013		Travel_Rarely	1326	Sales	3	3	Other	1	1478	4	Male	81	1	2	Sales Executive	1	Single	4759	15891	3	Y	No	18	3	4	80	0	15	2	3	13	9	3	12
242	Employee 238					36	Yes	Low motivation and job satisfaction	Yes	4/14/2020	4/14/2020	Travel_Rarely	964	Sales	1	2	Life Sciences	1	1734	1	Male	34	1	2	Sales Executive	2	Single	6735	12147	6	Y	No	15	3	2	80	0	10	2	3	0	0	0	0
1048	Billy Holm	Ray, Miguel	Supremo US Business Unit	 	United States	27	No			5/7/2022		Travel_Rarely	1220	Research & Development	5	3	Life Sciences	1	434	3	Female	85	3	1	Research Scientist	2	Single	2478	20938	1	Y	Yes	12	3	2	80	0	4	2	2	4	3	1	2
